duration,count_x,class_x,count_y,class_y
34,5889.009744125821,0,5889,0
34,5889.009744125821,0,641,0
34,640.2168992811239,0,5889,0
34,640.2168992811239,0,641,0
-57806,0.3752611722476922,1,1,1
-57440,-0.2177872722279832,0,1,0
-56345,1.6860190265453685,1,1,1
-55979,0.5769577322265029,0,1,0
-55614,1.4381160732384255,0,1,0
-55249,0.8175081552599203,0,1,0
-54518,1.101319398315616,0,1,0
-54153,-1.14057012761051,0,1,0
-53788,1.2098276254686688,0,1,0
-53423,1.9156311819589809,0,1,0
-51596,0.9406970236062808,0,1,0
-51231,0.0365097431055658,0,1,0
-50866,0.593579762639125,0,1,0
-50501,3.451653242064032,0,1,0
-49770,1.4566556438878706,0,1,0
-49405,1.703438698799015,0,1,0
-49040,-1.4769044635087614,0,1,0
-48674,-0.2678646672749214,0,1,0
-48309,0.6335662662411486,0,1,0
-47944,1.0658439314845185,0,1,0
-47213,0.551157425690576,0,1,0
-46848,0.5847784173324075,0,1,0
-46483,0.5908961428749353,0,1,0
-46118,2.639599791993619,0,1,0
-45752,1.4191468536064091,0,1,0
-45022,-0.3748368708308112,0,1,0
-44657,2.4514389515218835,0,1,0
-44291,2.4663674517516063,0,1,0
-43926,1.6809103251548605,0,1,0
-43196,-0.0955108809076303,0,1,0
-42830,1.4244738315853889,0,1,0
-42465,0.9213145625576414,0,1,0
-42100,1.2072678667542047,0,1,0
-41735,1.7619420534114076,0,1,0
-41369,0.8620600980080142,0,1,0
-41004,0.962235502708504,0,1,0
-40639,2.5190851875246896,0,1,0
-39543,-0.1648552552749125,0,1,0
-37717,-1.6330022544871738,0,1,0
-37352,0.3744117327278428,0,1,0
-36621,1.9254658648495917,0,1,0
-36256,0.5709302752878902,0,1,0
-35891,-0.8068567200124592,0,1,0
-35525,0.8440462575333458,0,1,0
-35160,-0.3906093631818161,0,1,0
-34795,1.254058236023793,0,1,0
-32603,1.0754850099329405,0,1,0
-32238,-1.722918780269561,0,1,0
-30777,-0.9717109845548662,0,1,0
-27491,2.396997824121748,0,1,0
-20551,1.160491288712513,0,1,0
-19821,-0.1335825204350045,0,1,0
-18225,1.0511457157245088,0,1,0
-14707,1.020160171361125,0,1,0
-6306,0.1873926568899919,0,1,0
-1193,-2.119815229151909,0,1,0
-1096,7.997302002043898,0,9,0
-731,9.745406140329823,0,9,0
-423,1.3323804908100314,0,1,0
-366,6.074362934952276,0,5,0
-346,16.36673779335925,0,19,0
-345,3.370539937988462,0,3,0
-344,8.529268279629918,0,11,0
-343,3.5192409941597864,0,1,0
-338,5.032822243627588,0,5,0
-336,1.0340407097495885,0,1,0
-331,0.4595737921218585,0,1,0
-325,4.838910719517717,0,3,0
-313,0.9970552116806934,0,1,0
-297,3.5657533872294884,0,3,0
-296,1.1031100745796492,0,1,0
-295,2.67914915491785,0,2,0
-294,0.5105302996323771,0,1,0
-287,0.5478587879808636,0,1,0
-283,0.0030695940238955,0,1,0
-281,1.3881832288396416,0,2,0
-278,0.7894510989971262,0,1,0
-276,2.2185402777686942,0,3,0
-275,4.492921483799696,0,1,0
-272,0.0659754587061308,0,1,0
-269,8.515408626859372,0,5,0
-268,4.972336682461838,0,1,0
-264,2.064813890549381,0,2,0
-263,0.9891578268796638,0,1,0
-262,0.4058507647831,0,1,0
-261,-0.5703111323052399,0,2,0
-258,2.340158128820839,0,2,0
-251,0.4958261340163841,0,1,0
-250,1.2285786442336963,0,4,0
-245,1.6341131944322398,0,1,0
-243,0.2374657076267295,0,1,0
-241,-1.9465071742775784,0,1,0
-239,4.484187600080182,0,4,0
-238,0.9168255733591696,0,1,0
-235,0.9795601979631752,0,1,0
-230,0.2789264929875072,0,2,0
-229,1.485908193628927,0,1,0
-221,0.4397878096685981,0,1,0
-220,0.6032438628078141,0,2,0
-218,-0.7510978041987866,0,1,0
-216,3.2585089141285914,0,1,0
-214,0.0724638233752108,0,1,0
-211,-0.9137316978240916,0,1,0
-203,0.5636618501373822,0,1,0
-199,3.2935721180576785,0,1,0
-196,2.3866952410213176,0,4,0
-194,0.741687883158066,0,2,0
-191,1.7056549303112716,0,1,0
-190,0.1878281546558905,0,1,0
-189,-0.8788731557515783,0,1,0
-187,0.728735909926044,0,1,0
-185,0.4031789417028034,0,1,0
-172,2.1841582256245986,0,2,0
-141,0.4450854055663575,0,2,0
-139,4.319551448050895,0,1,0
-133,0.6998369245744134,0,1,0
-130,1.6528169173782032,0,1,0
-109,2.638326071881427,0,1,0
-104,0.9797544529233232,0,1,0
-79,-2.0690112219690477,0,1,0
-73,0.3458521629536585,0,1,0
-71,1.7946879578229524,0,2,0
-55,-2.225737246272273,0,1,0
-35,0.2100068725388792,0,1,0
-34,1.360964155957454,0,1,0
-33,2.211502565832098,0,3,0
-31,0.2330591412393806,0,1,0
-28,2.6726740989238404,0,1,0
-26,3.337881713564337,0,3,0
-25,-1.1518139164660224,0,1,0
-23,3.445095443487231,0,3,0
-22,8.531992000949497,0,8,0
-21,3.8743227133128544,0,4,0
-20,5.42596300641012,0,5,0
-19,9.4658999524736,0,10,0
-18,6.229195839747325,0,7,0
-17,20.694025805781678,0,17,0
-16,6.352413350051293,0,6,0
-15,5.411812822256802,0,5,0
-14,5.505922169902161,0,5,0
-13,6.7539576935823735,0,4,0
-12,8.35711983579052,0,9,0
-11,8.746387684271001,0,8,0
-10,9.036883112712683,0,9,0
-9,3.958494839905783,0,1,0
-8,6.488431752659562,0,6,0
-7,9.051802990512584,0,7,0
-6,11.754209767424818,0,5,0
-5,12.287069258424772,0,12,0
-4,6.357429738765588,0,6,0
-3,9.142889958514084,0,8,0
-2,6.970074596990183,0,6,0
-1,7.352279774507514,0,6,0
0,73.88364608503997,0,73,0
1,145.02228739625005,0,144,0
2,323.6415090460628,0,324,0
3,469.5244513776511,0,469,0
4,608.4080791521895,0,608,0
5,640.1402103225704,0,639,0
6,507.47600965571456,0,507,0
7,1376.406701420427,0,1376,0
8,310.15994423700965,0,309,0
9,1285.4316451514028,0,1286,0
10,576.2436548657274,0,576,0
11,694.340300304734,0,696,0
12,531.2609076281706,0,531,0
13,465.824615255535,0,466,0
14,1061.4111529938004,0,1061,0
15,1011.918338573309,0,1011,0
16,3750.8388883781977,0,3750,0
17,844.5226431151863,0,845,0
18,1383.3356393659574,0,1384,0
19,2803.5022535997173,0,2803,0
20,1918.111954850831,0,1918,0
21,574.5561635406654,0,575,0
22,820.5456902070604,0,822,0
23,1434.8375796928383,0,1435,0
24,1132.171902955093,0,1132,0
25,2360.0253837740875,0,2360,0
26,2727.727148369225,0,2728,0
27,923.3679385242016,0,924,0
28,1054.0259714805695,0,1053,0
29,2379.956821999528,0,2380,0
30,23726.342687319146,0,23727,0
31,3420.1126911547717,0,3422,0
32,5953.835531418376,0,5954,0
33,837.3667375846612,0,834,0
35,1201.5445710809809,0,1202,0
36,516.8879793847399,0,516,0
37,1642.137347445319,0,1642,0
38,1377.9815808109788,0,1378,0
39,1903.59764853142,0,1902,0
40,2836.4909765759103,0,2836,0
41,492.2662170413954,0,492,0
42,1754.2307183426435,0,1754,0
43,713.6277957255633,0,715,0
44,1872.189503023274,0,1876,0
45,1688.0497598260024,0,1688,0
46,2984.125526373558,0,2984,0
47,1593.0318745616617,0,1596,0
48,423.73778297350026,0,424,0
49,740.4782864266302,0,740,0
50,1553.0946125796345,0,1552,0
51,1937.9653744796772,0,1939,0
52,2166.2793823149823,0,2165,0
53,2860.124797583344,0,2859,0
54,1246.2002936402282,0,1248,0
55,545.9381429626543,0,546,0
56,883.5344660919795,0,883,0
57,1883.091793258787,0,1883,0
58,2551.697995498016,0,2552,0
59,1513.828579579842,0,1514,0
60,4803.779122044057,0,4803,0
61,1763.5659335258044,0,1764,0
62,541.1215239950166,0,545,0
63,745.8940399539692,0,747,0
64,582.7341601605553,0,581,0
65,1910.7882737114523,0,1911,0
66,5766.288423084196,0,5766,0
67,1296.4329358702926,0,1297,0
68,657.1894500097773,0,655,0
69,1327.6634637100267,0,1330,0
70,723.3072938014087,0,723,0
71,811.328342254199,0,814,0
72,1001.24559620892,0,1004,0
73,18576.094304730766,0,18573,0
74,4812.12919133673,0,4813,0
75,5214.678543378242,0,5213,0
76,746.9775440548973,0,747,0
77,1808.5870521277288,0,1807,0
78,3790.453204098855,0,3791,0
79,1334.148377477362,0,1334,0
80,932.8397156198184,0,933,0
81,806.8644472012159,0,806,0
82,1119.535370487405,0,1119,0
83,316.20461442312467,0,316,0
84,575.9453663238575,0,578,0
85,11622.6839390913,0,11625,0
86,4236.380186115084,0,4236,0
87,1047.596017520856,0,1048,0
88,4343.784116146471,0,4342,0
89,11458.297716467703,0,11466,0
90,9402.652897329544,0,9395,0
91,9416.625980331766,0,9417,0
92,10752.493356469491,0,10754,0
93,3838.38575473604,0,3838,0
94,817.5742093906787,0,817,0
95,871.8311481398807,0,871,0
96,2299.839562245047,0,2302,0
97,1812.1371903709116,0,1811,0
98,418.5661281594423,0,418,0
99,1245.522046600881,0,1245,0
100,13454.587330573577,0,13454,0
101,2140.308045935541,0,2143,0
102,2772.602597504805,0,2772,0
103,1471.5966699732962,0,1474,0
104,6258.35405113582,0,6259,0
105,3723.00806472169,0,3723,0
106,998.8563853804326,0,999,0
107,1439.038779306596,0,1440,0
108,2779.843129359528,0,2779,0
109,1584.7145139488168,0,1588,0
110,1275.808045688687,0,1276,0
111,1350.3594797524224,0,1352,0
112,2666.0346693769816,0,2666,0
113,4151.381375211032,0,4152,0
114,1104.300967369475,0,1109,0
115,1116.1713757355958,0,1117,0
116,3418.8135751445434,0,3419,0
117,1074.6389238543195,0,1075,0
118,869.7775402617887,0,869,0
119,1688.5374335040517,0,1688,0
120,1863.8291161871573,0,1864,0
121,1971.0278299857607,0,1971,0
122,1774.9502473132131,0,1774,0
123,6848.054409346848,0,6849,0
124,1008.4336750466528,0,1008,0
125,944.2140561932068,0,941,0
126,734.7961059569267,0,734,0
127,476.8884359372333,0,477,0
128,2681.216154560843,0,2679,0
129,1319.9591985786094,0,1319,0
130,1305.8156812163004,0,1305,0
131,4304.100229674983,0,4303,0
132,1072.0624052516437,0,1071,0
133,1913.4196618674528,0,1913,0
134,887.13253374498,0,887,0
135,3219.7845208966846,0,3221,0
136,3094.9974931640013,0,3095,0
137,1510.7891786125288,0,1510,0
138,1247.8690251391497,0,1248,0
139,657.1064717236981,0,659,0
140,1436.7316233168654,0,1438,0
141,829.6014365491058,0,832,0
142,4363.965910253957,0,4363,0
143,874.0229784691179,0,874,0
144,1846.4165476566584,0,1847,0
145,2640.1809394777056,0,2641,0
146,749.347162508461,0,753,0
147,870.7357298009032,0,871,0
148,974.1245621452622,0,974,0
149,11351.609783171752,0,11352,0
150,2444.012421975656,0,2444,0
151,2168.382495655288,0,2168,0
152,5486.146586178641,0,5486,0
153,5693.317045532809,0,5691,0
154,353.28911410316005,0,351,0
155,1067.9509422554256,0,1068,0
156,2648.291974842557,0,2647,0
157,929.8902197373868,0,929,0
158,5783.607829273554,0,5783,0
159,2981.82589002048,0,2981,0
160,432.7724321858662,0,435,0
161,1287.10358982388,0,1287,0
162,657.6546112620626,0,661,0
163,1215.6830346240909,0,1215,0
164,864.8407053330036,0,869,0
165,574.6213449412586,0,574,0
166,2874.752605452639,0,2875,0
167,1190.63514780846,0,1188,0
168,442.3427939407019,0,444,0
169,833.7560935520712,0,834,0
170,505.8082342996261,0,506,0
171,4871.568058978959,0,4872,0
172,869.818038976749,0,870,0
173,2666.8566158232607,0,2667,0
174,1740.8726511673572,0,1741,0
175,3724.089411898744,0,3724,0
176,2373.9487414151376,0,2376,0
177,1651.9805960827132,0,1652,0
178,1128.0641770283953,0,1132,0
179,2706.7834140713508,0,2707,0
180,5711.52400251267,0,5712,0
181,1012.9227766799949,0,1016,0
182,492.7298795305549,0,492,0
183,5601.710974010869,0,5602,0
184,18565.346090161947,0,18567,0
185,1753.6549649524184,0,1753,0
186,1088.0416609571007,0,1088,0
187,431.94315282256974,0,431,0
188,477.82822312817456,0,478,0
189,1434.0405022559105,0,1432,0
190,10712.044373864315,0,10711,0
191,1874.2036061679405,0,1875,0
192,1109.3655870746056,0,1110,0
193,706.9129734886797,0,711,0
194,2609.037869760334,0,2607,0
195,553.7917844732422,0,553,0
196,617.9879604216763,0,617,0
197,390.7525311030969,0,391,0
198,2049.2579500744137,0,2049,0
199,2096.65152499832,0,2097,0
200,1718.5385253880263,0,1719,0
201,1551.1928076598845,0,1548,0
202,794.8897625301224,0,797,0
203,404.29198598396863,0,404,0
204,519.2309152532928,0,519,0
205,771.4518218480505,0,772,0
206,1208.7679391902182,0,1208,0
207,4045.8910028525256,0,4045,0
208,12364.057613832214,0,12364,0
209,1790.3829352917678,0,1792,0
210,1193.0519930659666,0,1193,0
211,4077.584260684469,0,4077,0
212,921.5441241911096,0,922,0
213,3856.35121194286,0,3858,0
214,12362.03559162839,0,12361,0
215,716.6772970166287,0,718,0
216,909.2899547212994,0,908,0
217,605.0111469632432,0,605,0
218,294.6982967947017,0,295,0
219,819.5516405699093,1,818,1
220,4540.36474054628,1,4541,1
221,877.9926708090119,1,877,1
222,488.88797619341744,1,490,1
223,1755.5836190073403,1,1758,1
224,385.0644400032607,1,385,1
225,586.7346352637993,1,587,1
226,1472.7934659278692,1,1473,1
227,799.1957018603529,1,799,1
228,732.4277599326252,1,729,1
229,634.0828516274761,1,635,1
230,3810.1574842627774,1,3811,1
231,298.22901681176296,1,298,1
232,346.20846656445593,1,346,1
233,726.3726213052363,1,726,1
234,806.370307297755,1,806,1
235,2529.7348263171107,1,2530,1
236,1655.9864050483402,1,1656,1
237,1637.323001394294,1,1637,1
238,402.5498135563924,1,404,1
239,777.0994763895483,1,777,1
240,1067.223872397636,1,1069,1
241,3157.497192294654,1,3154,1
242,702.741087535145,1,702,1
243,1066.5377005148002,1,1065,1
244,811.0064587306247,1,812,1
245,1622.5478732929082,0,1624,0
246,813.8116631229021,0,813,0
247,416.7690917072764,0,416,0
248,865.209594116167,0,866,0
249,4183.310881678984,2,4183,2
250,563.6014034521604,2,563,2
251,1263.4850782065175,2,1264,2
252,132.21052926837,2,133,2
253,236.6431098221344,2,238,2
254,489.4281806432916,2,491,2
255,842.0557101491484,0,842,0
256,867.809175178578,0,866,0
257,563.0020910361334,0,562,0
258,1090.5640902324003,0,1090,0
259,122.82207935445528,0,123,0
260,584.111972621557,0,584,0
261,354.915550881727,0,355,0
262,1506.8038844719574,0,1507,0
263,388.014591646523,0,387,0
264,3995.9044042125984,0,3996,0
265,1319.9820853232554,0,1320,0
266,143.87050834171765,0,145,0
267,198.469057941677,0,201,0
268,1128.5020072669076,0,1128,0
269,4434.1874063363175,0,4434,0
270,957.778960161192,0,958,0
271,358.79129055978694,0,358,0
272,1707.6637564028586,0,1709,0
273,190.03601940455653,0,190,0
274,4400.632646336956,0,4401,0
275,1281.026889372498,0,1280,0
276,1350.0522011972514,0,1348,0
277,374.9096768114395,0,376,0
278,344.6774185635348,0,344,0
279,2256.333930989344,2,2257,2
280,1046.997496864509,2,1046,2
281,887.4730888958585,2,887,2
282,2606.9690465942044,2,2607,2
283,2613.5401087462424,2,2616,2
284,2888.6614792629134,2,2889,2
285,766.8984574793707,2,768,2
286,1264.3136560924358,2,1265,2
287,285.66883147016347,0,286,0
288,204.7188376231292,0,203,0
289,405.7385604260605,0,407,0
290,352.53563882283566,0,352,0
291,687.5438144840375,0,689,0
292,374.8665162907297,0,375,0
293,811.1716434457489,0,811,0
294,986.9699904937578,0,987,0
295,298.0943042990214,0,298,0
296,613.757391218973,0,614,0
297,1793.771683890145,0,1794,0
298,1913.851584056009,0,1915,0
299,1529.7240571291154,0,1530,0
300,1604.7214572363253,0,1604,0
301,226.08137935080612,0,225,0
302,248.218174656932,0,248,0
303,1749.3388542971936,0,1749,0
304,1044.2386502970835,0,1046,0
305,3496.546335771955,0,3496,0
306,2634.305389789734,0,2633,0
307,549.5111189922618,0,551,0
308,119.99298066942224,0,118,0
309,136.17536981471343,0,137,0
310,430.4010991458143,0,429,0
311,1796.5661246234124,0,1797,0
312,2359.979415010403,0,2360,0
313,579.1955635293473,0,578,0
314,1258.3013345306322,0,1259,0
315,198.22479566168985,0,199,0
316,454.5368047541779,0,457,0
317,382.304897636332,0,380,0
318,893.7779551825262,0,895,0
319,2263.845122667089,0,2264,0
320,3196.9630265316223,0,3199,0
321,1459.4291356373626,0,1459,0
322,2187.346801934851,0,2190,0
323,261.5491222701883,0,262,0
324,5325.764947641531,0,5325,0
325,6726.796890953128,0,6727,0
326,4775.861474289777,0,4778,0
327,1028.892360988871,0,1029,0
328,2266.0270174655498,0,2267,0
329,423.4932653365929,0,421,0
330,13293.88647573284,0,13294,0
331,311.9004869760392,0,312,0
332,468.5288647324934,0,468,0
333,6996.672730138161,0,6995,0
334,526.7062988150817,0,524,0
335,2590.9444120029957,0,2590,0
336,860.7405814483135,0,861,0
337,752.2106679875518,0,754,0
338,320.6915643201925,0,320,0
339,15820.180833348835,0,15819,0
340,688.621144685967,0,688,0
341,725.0556496682323,0,725,0
342,380.1276859603832,2,376,2
343,723.6845696963828,2,723,2
344,110.70920353799389,2,112,2
345,4124.690275126231,2,4125,2
346,545.9203951392955,2,544,2
347,365.79997821385655,2,364,2
348,31923.374696210703,2,31922,2
349,14272.92963951284,2,14272,2
350,244.9087071232535,0,245,0
351,89.78807344684115,0,87,0
352,303.0883881276097,0,301,0
353,2968.965988977716,0,2969,0
354,45252.86823795285,0,45253,0
355,2395.01718565631,0,2395,0
356,4094.1029082774753,0,4092,0
357,1107.2440663260709,0,1107,0
358,115.75111076216466,0,115,0
359,478.8781909216493,0,478,0
360,1130.386800756541,0,1129,0
361,1585.3505371870492,0,1587,0
362,7937.029087079187,0,7938,0
363,5507.368388893211,0,5506,0
364,11510.17694469345,0,11510,0
365,42586.31027149357,0,42588,0
366,23017.01920679,0,23017,0
367,282.636519970795,0,284,0
368,71.46075036646907,0,71,0
369,54.20896791468196,0,54,0
370,345.88638499749294,0,346,0
371,1309.1125303616177,0,1308,0
372,64.53704426663032,0,64,0
373,83.90779534588077,0,83,0
374,90.32304662343722,0,92,0
375,115.40816617906212,0,115,0
376,66.73275668840546,0,67,0
377,71.56109993035588,0,70,0
378,51.12333935388486,0,52,0
379,145.43979396159833,0,146,0
380,899.2776581333192,0,901,0
381,105.26609346961988,0,104,0
382,45.67104634245286,0,44,0
383,138.4531107911239,0,139,0
384,103.70530416886456,0,104,0
385,441.0892459229945,0,441,0
386,92.07783328510313,0,91,0
387,419.8261741407846,0,421,0
388,181.95604775691737,0,182,0
389,40.58726228090588,0,40,0
390,65.27656598465803,0,65,0
391,73.65880152817282,0,76,0
392,60.09851115056991,0,61,0
393,219.838016907324,0,220,0
394,208.01110054354672,0,208,0
395,169.34443560584876,0,169,0
396,989.6144490213504,0,990,0
397,60.80277963159262,0,64,0
398,112.35296817274887,0,116,0
399,90.00046896166789,0,96,0
400,43.72659149677138,0,44,0
401,43.83434219637024,0,44,0
402,45.66740233261574,0,47,0
403,41.80173938279936,0,43,0
404,4324.302328263656,0,4322,0
405,71.25012977039081,0,72,0
406,50.75783108098342,0,51,0
407,56.54907357368253,0,57,0
408,45.49534466157821,0,47,0
409,51.41694617632792,0,50,0
410,54.01089021858111,0,55,0
411,43.46535566059693,0,45,0
412,31.62714285680416,0,32,0
413,272.54572887062056,0,273,0
414,111.27912233941557,0,112,0
415,83.4611762010213,0,83,0
416,45.742513305278365,0,47,0
417,74.9377281703263,0,76,0
418,48.81436991763154,0,46,0
419,46.694785082866034,0,47,0
420,53.22575531726308,0,54,0
421,57.544159977455415,0,57,0
422,44.40399430344444,0,46,0
423,527.9883153396427,0,528,0
424,49.2661285482753,0,53,0
425,254.63394902180525,0,256,0
426,60.30953977846411,0,59,0
427,57.79458104870648,0,60,0
428,61.8497846996908,0,62,0
429,89.2164469500808,0,89,0
430,68.86520509621859,0,69,0
431,89.12578283022667,0,90,0
432,64.10471012201438,0,63,0
433,164.95307802543573,0,164,0
434,46.44823761096357,0,46,0
435,63.48428080867683,0,64,0
436,46.576223927372766,0,50,0
437,98.08238159455576,0,98,0
438,343.2113551383431,0,343,0
439,150.97353184002085,0,149,0
440,50.57378948763752,0,50,0
441,55.52222140039247,0,53,0
442,60.708855531185,0,61,0
443,237.9041892254264,0,233,0
444,67.22509025181594,0,65,0
445,24.893308824800048,0,25,0
446,43.073883950421056,0,44,0
447,36.536038405187554,0,36,0
448,40.25070833433996,0,41,0
449,38.27132029571034,0,39,0
450,105.62517158343934,0,105,0
451,33.786978074609415,0,38,0
452,36.880119398871145,0,34,0
453,36.285702376329546,0,37,0
454,79.12940682318299,0,84,0
455,36.78949799032695,0,36,0
456,413.66028263106006,0,413,0
457,82.90860981865009,0,83,0
458,58.1845976495063,0,56,0
459,33.752015090102226,0,33,0
460,43.07676772478802,0,43,0
461,25.347451309866404,0,28,0
462,375.61850313485735,0,377,0
463,48.13046258513585,0,48,0
464,32.35645923921349,0,32,0
465,65.81391370751662,0,67,0
466,42.34057273071218,0,41,0
467,171.99881566450765,0,173,0
468,104.68424602490404,0,105,0
469,51.13319541807213,0,53,0
470,196.99708818741237,0,198,0
471,55.97543956286333,0,56,0
472,111.51612079393269,0,111,0
473,25.80028233634067,0,26,0
474,18.194634973915853,0,18,0
475,45.05466875897893,0,47,0
476,45.49878865945065,0,45,0
477,128.98045257858857,0,128,0
478,36.845160321315504,0,37,0
479,54.31824775836229,0,53,0
480,43.64928261086981,0,43,0
481,38.769891392511695,0,38,0
482,42.77210542051618,0,42,0
483,28.217290317216367,0,28,0
484,54.69984872230563,0,54,0
485,1352.314143485589,0,1352,0
486,83.428510144144,0,84,0
487,29.059937498168573,0,29,0
488,753.0534444828393,0,752,0
489,86.0474418214846,0,84,0
490,19.93959791119668,0,18,0
491,28.89101575191591,0,29,0
492,27.015402022679723,0,27,0
493,292.2926102896458,0,291,0
494,925.8808285794348,0,926,0
495,32.08971912777816,0,33,0
496,36.7030087935672,0,39,0
497,36.91824536701299,0,37,0
498,23.130010860781866,0,24,0
499,171.71239621380687,0,173,0
500,52.675868574670886,0,51,0
501,59.902074663676814,0,60,0
502,23.414303514048974,0,23,0
503,26.054827427875875,0,27,0
504,21.675958311826733,0,23,0
505,28.84095744557256,0,26,0
506,46.885874897501104,0,49,0
507,36.445648929733885,0,35,0
508,19.59965033447653,0,18,0
509,26.602499915630787,0,27,0
510,38.071300798491926,0,38,0
511,32.398938903889686,0,30,0
512,44.33230558526215,0,42,0
513,33.053344493933565,0,34,0
514,73.38759794410787,0,72,0
515,28.78644432008285,0,31,0
516,66.82673204277428,0,67,0
517,98.31227553143609,0,99,0
518,34.33784454249414,0,34,0
519,138.61632776215177,0,138,0
520,42.05862656975669,0,42,0
521,246.2511975972072,0,245,0
522,18.266711426688225,0,19,0
523,29.692062020772333,0,28,0
524,41.249538107443385,0,41,0
525,22.198135285061817,0,22,0
526,27.57377945646722,0,28,0
527,46.01229780537796,0,43,0
528,36.04045323022649,0,36,0
529,29.43002173287253,0,31,0
530,29.097531174202427,0,29,0
531,79.60480603471946,0,80,0
532,30.187400105252333,0,30,0
533,26.045201821081378,0,26,0
534,45.86572089136964,0,46,0
535,47.50144970098913,0,47,0
536,26.52271925938255,0,27,0
537,30.030804881540558,0,30,0
538,45.76006183657088,0,47,0
539,37.16740677306062,0,37,0
540,39.13394467222226,0,40,0
541,40.79618909202977,0,40,0
542,30.841934382124496,0,31,0
543,38.78973085991724,0,37,0
544,24.73879213864304,0,25,0
545,27.42078844522999,0,27,0
546,50.217837708794015,0,51,0
547,30.38442868365152,0,29,0
548,147.74481011546925,0,148,0
549,31.28540498121462,0,32,0
550,29.27535529095317,0,29,0
551,22.59161632112848,0,23,0
552,33.705084740922324,0,32,0
553,29.714710215709303,0,30,0
554,25.93314762933589,0,26,0
555,33.72903386391647,0,35,0
556,48.847663157423874,0,49,0
557,19.94012901567805,0,21,0
558,29.29522834687505,0,29,0
559,33.672675736995814,0,34,0
560,24.852694765605765,0,23,0
561,21.80226956799256,0,21,0
562,13.86826093810832,0,14,0
563,29.613405025257013,0,30,0
564,13.190903138275004,0,14,0
565,10.257111456509891,0,10,0
566,29.551746040182465,0,30,0
567,24.80935013589863,0,24,0
568,33.497977426189685,0,30,0
569,20.30363425721325,0,19,0
570,24.27242574733541,0,25,0
571,28.252033047829872,0,30,0
572,24.22453427331812,0,25,0
573,32.39456465780839,0,33,0
